t,phase,h,v,mach,q,drag,thrust,weight,mass,accel,accel_g,TW,T,T_C,p,p_kPa,rho,a_snd,mu,nu,sigma,delta,Re_body,Re_fin
4.7,coast-to-staging,198.212541,25.500154,0.075104,390.759251,1.191024,0.0,12.575067,1.2823,-10.735468,-1.094713,0.0,286.861659,13.711659,98966.462378,98.966462,1.201859,339.532395,1.8e-05,1.5e-05,0.98111,0.976723,144373.043485,128904.503111
4.75,coast-to-staging,199.474092,24.964375,0.073527,374.465843,1.141362,0.0,12.575067,1.2823,-10.69674,-1.090764,0.0,286.853459,13.703459,98951.595295,98.951595,1.201713,339.527543,1.8e-05,1.5e-05,0.98099,0.976576,141325.595134,126183.567084
4.8,coast-to-staging,200.708903,24.430501,0.071955,358.578168,1.092937,0.0,12.575067,1.2823,-10.658975,-1.086913,0.0,286.845433,13.695433,98937.045105,98.937045,1.20157,339.522793,1.8e-05,1.5e-05,0.980874,0.976433,138289.827879,123473.060606
4.85,coast-to-staging,201.917067,23.898484,0.070389,343.090918,1.045732,0.0,12.575067,1.2823,-10.622163,-1.083159,0.0,286.837581,13.687581,98922.810586,98.922811,1.20143,339.518145,1.8e-05,1.5e-05,0.980759,0.976292,135265.447656,120772.721121
4.9,coast-to-staging,203.098675,23.368278,0.068829,327.998945,0.999732,0.0,12.575067,1.2823,-10.58629,-1.079501,0.0,286.829901,13.679901,98908.890549,98.908891,1.201293,339.5136,1.8e-05,1.5e-05,0.980648,0.976155,132252.1643,118082.289554
4.95,coast-to-staging,204.253818,22.839836,0.067273,313.297258,0.954922,0.0,12.575067,1.2823,-10.551344,-1.075938,0.0,286.822393,13.672393,98895.283833,98.895284,1.201159,339.509157,1.8e-05,1.5e-05,0.980538,0.976021,129249.691426,115401.510202
5.0,coast-to-staging,205.382582,22.313111,0.065723,298.981023,0.911286,0.0,12.575067,1.2823,-10.517315,-1.072468,0.0,286.815056,13.665056,98881.989308,98.881989,1.201029,339.504815,1.8e-05,1.5e-05,0.980432,0.975889,126257.746312,112730.130635
5.05,coast-to-staging,206.485052,21.788059,0.064177,285.045555,0.868811,0.0,12.575067,1.2823,-10.484191,-1.06909,0.0,286.807891,13.657891,98869.005875,98.869006,1.200901,339.500574,1.8e-05,1.5e-05,0.980327,0.975761,123276.049783,110067.901592
5.1,coast-to-staging,207.56131,21.264634,0.062636,271.486315,0.827483,0.0,12.575067,1.2823,-10.451962,-1.065803,0.0,286.800896,13.650896,98856.332463,98.856332,1.200776,339.496433,1.8e-05,1.5e-05,0.980226,0.975636,120304.326103,107414.576877
5.15,coast-to-staging,208.611437,20.742793,0.061099,258.29891,0.787288,0.0,12.575067,1.2823,-10.420616,-1.062607,0.0,286.79407,13.64407,98843.968031,98.843968,1.200655,339.492394,1.8e-05,1.5e-05,0.980126,0.975514,117342.302862,104769.913269
5.2,coast-to-staging,209.635511,20.22249,0.059568,245.479086,0.748214,0.0,12.575067,1.2823,-10.390143,-1.0595,0.0,286.787414,13.637414,98831.911566,98.831912,1.200536,339.488454,1.8e-05,1.5e-05,0.980029,0.975395,114389.710873,102133.670422
5.25,coast-to-staging,210.633607,19.703684,0.05804,233.022728,0.710247,0.0,12.575067,1.2823,-10.360535,-1.056481,0.0,286.780927,13.630927,98820.162084,98.820162,1.200421,339.484614,1.8e-05,1.5e-05,0.979935,0.975279,111446.284065,99505.610773
5.3,coast-to-staging,211.6058,19.186331,0.056517,220.925855,0.673376,0.0,12.575067,1.2823,-10.331781,-1.053549,0.0,286.774608,13.624608,98808.718628,98.808719,1.200308,339.480874,1.8e-05,1.5e-05,0.979843,0.975166,108511.759385,96885.499451
5.35,coast-to-staging,212.552161,18.670388,0.054997,209.184618,0.637589,0.0,12.575067,1.2823,-10.303873,-1.050703,0.0,286.768457,13.618457,98797.580269,98.79758,1.200198,339.477234,1.8e-05,1.5e-05,0.979754,0.975056,105585.876692,94273.104189
5.4,coast-to-staging,213.472759,18.155815,0.053482,197.795296,0.602875,0.0,12.575067,1.2823,-10.276801,-1.047942,0.0,286.762474,13.612474,98786.746106,98.786746,1.200092,339.473692,1.8e-05,1.5e-05,0.979667,0.974949,102668.378666,91668.195238
5.45,coast-to-staging,214.367661,17.642568,0.051971,186.754297,0.569222,0.0,12.575067,1.2823,-10.250557,-1.045266,0.0,286.756657,13.606657,98776.215266,98.776215,1.199988,339.470249,1.8e-05,1.5e-05,0.979582,0.974845,99759.010709,89070.545276
5.5,coast-to-staging,215.236934,17.130608,0.050463,176.05815,0.536621,0.0,12.575067,1.2823,-10.225133,-1.042673,0.0,286.751007,13.601007,98765.9869,98.765987,1.199888,339.466905,1.8e-05,1.5e-05,0.9795,0.974745,96857.520851,86479.929331
5.55,coast-to-staging,216.080641,16.619894,0.048959,165.70351,0.50506,0.0,12.575067,1.2823,-10.20052,-1.040164,0.0,286.745524,13.595524,98756.060187,98.75606,1.19979,339.463659,1.8e-05,1.5e-05,0.97942,0.974647,93963.65966,83896.124696
5.6,coast-to-staging,216.898842,16.110385,0.047459,155.687147,0.47453,0.0,12.575067,1.2823,-10.176712,-1.037736,0.0,286.740206,13.590206,98746.434335,98.746434,1.199695,339.460511,1.8e-05,1.5e-05,0.979343,0.974552,91077.18015,81318.910848
5.65,coast-to-staging,217.691597,15.602041,0.045962,146.00595,0.445022,0.0,12.575067,1.2823,-10.1537,-1.035389,0.0,286.735053,13.585053,98737.108573,98.737109,1.199603,339.457461,1.8e-05,1.5e-05,0.979268,0.974459,88197.837696,78748.069371
5.7,coast-to-staging,218.458963,15.094823,0.044468,136.656923,0.416527,0.0,12.575067,1.2823,-10.131478,-1.033123,0.0,286.730066,13.580066,98728.082159,98.728082,1.199515,339.454509,1.8e-05,1.5e-05,0.979196,0.97437,85325.389943,76183.383878
5.75,coast-to-staging,219.200996,14.588692,0.042977,127.637183,0.389035,0.0,12.575067,1.2823,-10.110038,-1.030937,0.0,286.725243,13.575243,98719.354377,98.719354,1.199429,339.451654,1.8e-05,1.5e-05,0.979126,0.974284,82459.596725,73624.639933
5.8,coast-to-staging,219.917749,14.083609,0.04149,118.943957,0.362538,0.0,12.575067,1.2823,-10.089375,-1.02883,0.0,286.720584,13.570584,98710.924533,98.710925,1.199346,339.448896,1.8e-05,1.5e-05,0.979058,0.974201,79600.219979,71071.624981
5.85,coast-to-staging,220.609273,13.579535,0.040005,110.574584,0.337028,0.0,12.575067,1.2823,-10.069481,-1.026801,0.0,286.716089,13.566089,98702.791962,98.702792,1.199266,339.446236,1.8e-05,1.5e-05,0.978993,0.974121,76747.023661,68524.128269
5.9,coast-to-staging,221.275618,13.076433,0.038523,102.526506,0.312498,0.0,12.575067,1.2823,-10.050351,-1.024851,0.0,286.711759,13.561759,98694.956022,98.694956,1.199189,339.443672,1.8e-05,1.5e-05,0.97893,0.974043,73899.773672,65981.940779
5.95,coast-to-staging,221.916831,12.574264,0.037044,94.797274,0.28894,0.0,12.575067,1.2823,-10.031979,-1.022977,0.0,286.707591,13.557591,98687.416096,98.687416,1.199115,339.441205,1.8e-05,1.5e-05,0.978869,0.973969,71058.237772,63444.855154
6.0,coast-to-staging,222.532959,12.072991,0.035568,87.384543,0.266346,0.0,12.575067,1.2823,-10.014359,-1.02118,0.0,286.703586,13.553586,98680.17159,98.680172,1.199043,339.438834,1.8e-05,1.5e-05,0.978811,0.973898,68222.185504,60912.665629
6.05,coast-to-staging,223.124044,11.572576,0.034093,80.286068,0.24471,0.0,12.575067,1.2823,-9.997487,-1.01946,0.0,286.699745,13.549745,98673.221937,98.673222,1.198975,339.43656,1.8e-05,1.5e-05,0.978755,0.973829,65391.388118,58385.167963
6.1,coast-to-staging,223.69013,11.072982,0.032622,73.499707,0.224025,0.0,12.575067,1.2823,-9.981356,-1.017815,0.0,286.696065,13.546065,98666.566593,98.666567,1.198909,339.434382,1.8e-05,1.5e-05,0.978702,0.973763,62565.618495,55862.15937
6.15,coast-to-staging,224.231256,10.574173,0.031153,67.023417,0.204286,0.0,12.575067,1.2823,-9.965962,-1.016245,0.0,286.692548,13.542548,98660.205036,98.660205,1.198847,339.4323,1.8e-05,1.5e-05,0.978651,0.973701,59744.65107,53343.438455
6.2,coast-to-staging,224.74746,10.076112,0.029685,60.855253,0.185485,0.0,12.575067,1.2823,-9.9513,-1.01475,0.0,286.689193,13.539193,98654.136772,98.654137,1.198787,339.430314,1.8e-05,1.5e-05,0.978602,0.973641,56928.261762,50828.805145
6.25,coast-to-staging,225.238779,9.578763,0.02822,54.993368,0.167618,0.0,12.575067,1.2823,-9.937367,-1.013329,0.0,286.686,13.536,98648.361326,98.648361,1.19873,339.428423,1.8e-05,1.5e-05,0.978555,0.973584,54116.227899,48318.060624
6.3,coast-to-staging,225.705248,9.082089,0.026757,49.43601,0.15068,0.0,12.575067,1.2823,-9.924157,-1.011982,0.0,286.682968,13.532968,98642.87825,98.642878,1.198676,339.426629,1.8e-05,1.5e-05,0.978511,0.97353,51308.328147,45811.007274
6.35,coast-to-staging,226.1469,8.586054,0.025296,44.181522,0.134664,0.0,12.575067,1.2823,-9.911668,-1.010709,0.0,286.680097,13.530097,98637.687118,98.637687,1.198625,339.424929,1.8e-05,1.5e-05,0.97847,0.973478,48504.342437,43307.448605
6.4,coast-to-staging,226.563765,8.090623,0.023836,39.228339,0.119567,0.0,12.575067,1.2823,-9.899894,-1.009508,0.0,286.677388,13.527388,98632.787527,98.632788,1.198577,339.423325,1.8e-05,1.5e-05,0.97843,0.97343,45704.0519,40807.189196
6.45,coast-to-staging,226.955872,7.59576,0.022379,34.57499,0.105384,0.0,12.575067,1.2823,-9.888833,-1.00838,0.0,286.674839,13.524839,98628.179097,98.628179,1.198532,339.421817,1.8e-05,1.5e-05,0.978393,0.973384,42907.238792,38310.034636
6.5,coast-to-staging,227.323251,7.101431,0.020922,30.220097,0.09211,0.0,12.575067,1.2823,-9.878482,-1.007325,0.0,286.672452,13.522452,98623.861473,98.623861,1.198489,339.420403,1.8e-05,1.5e-05,0.978359,0.973342,40113.68643,35815.791455
6.55,coast-to-staging,227.665925,6.607598,0.019467,26.162369,0.079742,0.0,12.575067,1.2823,-9.868837,-1.006341,0.0,286.670224,13.520224,98619.83432,98.619834,1.19845,339.419085,1.8e-05,1.5e-05,0.978326,0.973302,37323.179121,33324.267073
6.6,coast-to-staging,227.983919,6.114229,0.018014,22.400608,0.068276,0.0,12.575067,1.2823,-9.859895,-1.00543,0.0,286.668158,13.518158,98616.097327,98.616097,1.198413,339.417861,1.8e-05,1.5e-05,0.978296,0.973265,34535.502098,30835.269731
6.65,coast-to-staging,228.277256,5.621286,0.016562,18.933705,0.057709,0.0,12.575067,1.2823,-9.851655,-1.004589,0.0,286.666251,13.516251,98612.650207,98.61265,1.198379,339.416732,1.8e-05,1.5e-05,0.978269,0.973231,31750.441451,28348.608438
6.7,coast-to-staging,228.545956,5.128737,0.01511,15.760636,0.048038,0.0,12.575067,1.2823,-9.844112,-1.00382,0.0,286.664505,13.514505,98609.492693,98.609493,1.198348,339.415698,1.8e-05,1.5e-05,0.978243,0.9732,28967.784059,25864.09291
6.75,coast-to-staging,228.790037,4.636545,0.01366,12.88047,0.039259,0.0,12.575067,1.2823,-9.837266,-1.003122,0.0,286.662918,13.512918,98606.624542,98.606625,1.19832,339.414759,1.8e-05,1.5e-05,0.97822,0.973172,26187.317533,23381.533511
6.8,coast-to-staging,229.009518,4.144677,0.012211,10.292359,0.031371,0.0,12.575067,1.2823,-9.831115,-1.002495,0.0,286.661492,13.511492,98604.045534,98.604046,1.198294,339.413915,1.8e-05,1.5e-05,0.978199,0.973146,23408.83014,20900.741196
6.85,coast-to-staging,229.204412,3.653098,0.010763,7.995544,0.02437,0.0,12.575067,1.2823,-9.825655,-1.001938,0.0,286.660225,13.510225,98601.755471,98.601755,1.198272,339.413165,1.8e-05,1.5e-05,0.978181,0.973124,20632.110745,18421.527451
6.9,coast-to-staging,229.374733,3.161774,0.009315,5.989351,0.018255,0.0,12.575067,1.2823,-9.820886,-1.001452,0.0,286.659118,13.509118,98599.754176,98.599754,1.198252,339.412509,1.8e-05,1.5e-05,0.978165,0.973104,17856.948749,15943.70424
6.95,coast-to-staging,229.520494,2.670669,0.007869,4.273191,0.013025,0.0,12.575067,1.2823,-9.816807,-1.001036,0.0,286.658171,13.508171,98598.041497,98.598041,1.198235,339.411949,1.8e-05,1.5e-05,0.978151,0.973087,15083.134016,13467.083943
7.0,coast-to-staging,229.641705,2.179751,0.006422,2.846562,0.008676,0.0,12.575067,1.2823,-9.813416,-1.00069,0.0,286.657383,13.507383,98596.617301,98.596617,1.198221,339.411482,1.8e-05,1.5e-05,0.97814,0.973073,12310.45682,10991.479304
7.05,coast-to-staging,229.738374,1.688984,0.004976,1.709047,0.005209,0.0,12.575067,1.2823,-9.810712,-1.000414,0.0,286.656755,13.506755,98595.481479,98.595481,1.19821,339.41111,1.8e-05,1.5e-05,0.978131,0.973062,9538.707774,8516.70337
7.1,coast-to-staging,229.810507,1.198335,0.003531,0.860312,0.002622,0.0,12.575067,1.2823,-9.808695,-1.000209,0.0,286.656286,13.506286,98594.633944,98.594634,1.198202,339.410833,1.8e-05,1.5e-05,0.978124,0.973053,6767.677771,6042.569438
7.15,coast-to-staging,229.858111,0.707769,0.002085,0.30011,0.000915,0.0,12.575067,1.2823,-9.807363,-1.000073,0.0,286.655976,13.505976,98594.074631,98.594075,1.198196,339.410649,1.8e-05,1.5e-05,0.978119,0.973048,3997.157919,3568.890999
7.2,coast-to-staging,229.881187,0.217252,0.00064,0.028276,8.6e-05,0.0,12.575067,1.2823,-9.806717,-1.000007,0.0,286.655826,13.505826,98593.803497,98.593803,1.198193,339.410561,1.8e-05,1.5e-05,0.978117,0.973045,1226.93948,1095.481678
7.25,sustain,229.889469,0.421821,0.001243,0.106599,0.000325,25.6,10.039899,1.023785,15.198288,1.549794,2.549826,286.655772,13.505772,98593.706192,98.593706,1.198193,339.410529,1.8e-05,1.5e-05,0.978116,0.973044,2382.249781,2127.008733
7.3,sustain,229.929633,1.181758,0.003482,0.836666,0.00255,25.6,10.036103,1.023398,15.205572,1.550537,2.550791,286.655511,13.505511,98593.23429,98.593234,1.198188,339.410374,1.8e-05,1.5e-05,0.978113,0.97304,6673.999429,5958.928061
7.35,sustain,230.007802,1.942009,0.005722,2.259406,0.006887,25.6,10.032307,1.023011,15.210797,1.55107,2.551756,286.655003,13.505003,98592.315857,98.592316,1.198179,339.410073,1.8e-05,1.5e-05,0.978105,0.973031,10967.460859,9792.375767
7.4,sustain,230.123989,2.702471,0.007962,4.375312,0.013336,25.6,10.028511,1.022623,15.213961,1.551392,2.552722,286.654248,13.504248,98590.950747,98.590951,1.198165,339.409626,1.8e-05,1.5e-05,0.978094,0.973017,15262.016541,13626.800483
7.45,sustain,230.278203,3.463042,0.010203,7.184489,0.021898,25.6,10.024714,1.022236,15.215059,1.551504,2.553689,286.653246,13.503246,98589.138883,98.589139,1.198148,339.409033,1.8e-05,1.5e-05,0.97808,0.972999,19557.048028,17461.650025
7.5,sustain,230.470446,4.223619,0.012444,10.686652,0.032573,25.6,10.020918,1.021849,15.214092,1.551406,2.554656,286.651996,13.501996,98586.880251,98.58688,1.198125,339.408293,1.8e-05,1.5e-05,0.978062,0.972977,23851.936314,21296.371709
7.55,sustain,230.700715,4.984098,0.014685,14.881125,0.045357,25.6,10.017122,1.021462,15.211058,1.551096,2.555624,286.6505,13.5005,98584.174903,98.584175,1.198099,339.407407,1.8e-05,1.5e-05,0.97804,0.97295,28146.06219,25130.41267
7.6,sustain,230.969004,5.744378,0.016925,19.766845,0.060249,25.6,10.013326,1.021075,15.205958,1.550576,2.556593,286.648756,13.498756,98581.022956,98.581023,1.198068,339.406375,1.8e-05,1.5e-05,0.978014,0.972919,32438.806596,28963.220175
7.65,sustain,231.2753,6.504355,0.019164,25.342357,0.077243,25.6,10.00953,1.020688,15.198795,1.549846,2.557563,286.646765,13.496765,98577.424592,98.577425,1.198032,339.405196,1.8e-05,1.5e-05,0.977986,0.972884,36729.550981,32794.241947
7.7,sustain,231.619585,7.263927,0.021402,31.605819,0.096334,25.6,10.005734,1.020301,15.18957,1.548905,2.558533,286.644528,13.494528,98573.380059,98.57338,1.197993,339.403872,1.8e-05,1.5e-05,0.977953,0.972844,41017.677657,36622.92648
7.75,sustain,232.001836,8.022992,0.023639,38.555005,0.117515,25.6,10.001938,1.019914,15.17829,1.547755,2.559504,286.642043,13.492043,98568.88967,98.56889,1.197948,339.402401,1.8e-05,1.5e-05,0.977917,0.972799,45302.570154,40448.723352
7.8,sustain,232.422026,8.781447,0.025873,46.187302,0.140778,25.6,9.998142,1.019527,15.164959,1.546395,2.560476,286.639312,13.489312,98563.953803,98.563954,1.1979,339.400784,1.8e-05,1.5e-05,0.977877,0.972751,49583.613574,44271.083549
7.85,sustain,232.88012,9.53919,0.028106,54.49972,0.166114,25.6,9.994345,1.01914,15.149584,1.544828,2.561448,286.636335,13.486335,98558.5729,98.558573,1.197847,339.399021,1.8e-05,1.5e-05,0.977834,0.972697,53860.194943,48089.45977
7.9,sustain,233.376082,10.29612,0.030336,63.488887,0.193512,25.6,9.990549,1.018753,15.132172,1.543052,2.562422,286.633111,13.483111,98552.747468,98.552747,1.197789,339.397113,1.8e-05,1.5e-05,0.977787,0.97264,58131.703559,51903.306749
7.95,sustain,233.909869,11.052137,0.032564,73.15106,0.222962,25.6,9.986753,1.018365,15.112733,1.54107,2.563396,286.629642,13.479642,98546.478078,98.546478,1.197728,339.395059,1.8e-05,1.5e-05,0.977737,0.972578,62397.531343,55712.081556
8.0,sustain,234.48143,11.807139,0.034789,83.482123,0.254451,25.6,9.982957,1.017978,15.091276,1.538882,2.56437,286.625927,13.475927,98539.765366,98.539765,1.197662,339.392859,1.8e-05,1.5e-05,0.977683,0.972512,66657.073181,59515.243911
8.05,sustain,235.090715,12.561026,0.037011,94.477595,0.287965,25.6,9.979161,1.017591,15.067813,1.536489,2.565346,286.621967,13.471967,98532.61003,98.53261,1.197591,339.390515,1.8e-05,1.5e-05,0.977626,0.972441,70909.727265,63312.256486
8.1,sustain,235.737663,13.313699,0.039229,106.132636,0.323489,25.6,9.975365,1.017204,15.042355,1.533893,2.566322,286.617762,13.467762,98525.012834,98.525013,1.197517,339.388025,1.8e-05,1.5e-05,0.977564,0.972366,75154.895431,67102.585207
8.15,sustain,236.422213,14.065059,0.041443,118.442048,0.361008,25.6,9.971569,1.016817,15.014917,1.531095,2.567299,286.613313,13.463313,98516.974601,98.516975,1.197437,339.385391,1.8e-05,1.5e-05,0.9775,0.972287,79391.983494,70885.699548
8.2,sustain,237.144296,14.815007,0.043653,131.400283,0.400505,25.6,9.967773,1.01643,14.985512,1.528097,2.568277,286.60862,13.45862,98508.496219,98.508496,1.197354,339.382612,1.8e-05,1.5e-05,0.977432,0.972203,83620.401573,74661.072833
8.25,sustain,237.903838,15.563448,0.045859,145.00145,0.441961,25.6,9.963977,1.016043,14.954156,1.5249,2.569255,286.603683,13.453683,98499.578638,98.499579,1.197266,339.379689,1.8e-05,1.5e-05,0.97736,0.972115,87839.564416,78428.182514
8.3,sustain,238.700763,16.310283,0.04806,159.23932,0.485357,25.6,9.96018,1.015656,14.920865,1.521505,2.570235,286.598503,13.448503,98490.222869,98.490223,1.197174,339.376623,1.8e-05,1.5e-05,0.977285,0.972023,92048.891721,82186.510465
8.35,sustain,239.534988,17.055418,0.050256,174.107335,0.530674,25.6,9.956384,1.015269,14.885657,1.517915,2.571215,286.593081,13.443081,98480.429984,98.48043,1.197078,339.373412,1.8e-05,1.5e-05,0.977206,0.971926,96247.808445,85935.543255
8.4,sustain,240.406424,17.798757,0.052446,189.598611,0.577891,25.6,9.952588,1.014882,14.848551,1.514131,2.572195,286.587417,13.437417,98470.201114,98.470201,1.196977,339.370059,1.8e-05,1.5e-05,0.977124,0.971825,100435.745114,89674.772423
8.45,sustain,241.31498,18.540206,0.054632,205.705951,0.626986,25.6,9.948792,1.014494,14.809565,1.510155,2.573177,286.581512,13.431512,98459.537452,98.459537,1.196872,339.366563,1.8e-05,1.5e-05,0.977038,0.97172,104612.13812,93403.69475
8.5,sustain,242.26056,19.279674,0.056811,222.421848,0.677936,25.6,9.944996,1.014107,14.768721,1.50599,2.574159,286.575366,13.425366,98448.440249,98.44844,1.196763,339.362924,1.8e-05,1.5e-05,0.976949,0.971611,108776.430017,97121.812515
8.55,sustain,243.243061,20.017067,0.058985,239.738497,0.730717,25.6,9.9412,1.01372,14.726039,1.501638,2.575142,286.568981,13.418981,98436.910813,98.436911,1.196649,339.359143,1.8e-05,1.5e-05,0.976857,0.971497,112928.069808,100828.633757
8.6,sustain,244.262378,20.752295,0.061152,257.647801,0.785304,25.6,9.937404,1.013333,14.681541,1.497101,2.576126,286.562356,13.412356,98424.950513,98.424951,1.196532,339.35522,1.8e-05,1.5e-05,0.97676,0.971379,117066.513222,104523.672519
8.65,sustain,245.3184,21.485269,0.063313,276.141381,0.841672,25.6,9.933608,1.012946,14.635252,1.49238,2.57711,286.555492,13.405492,98412.560772,98.412561,1.19641,339.351156,1.8e-05,1.5e-05,0.976661,0.971256,121191.222988,108206.449096
8.7,sustain,246.411012,22.2159,0.065467,295.210584,0.899794,25.6,9.929811,1.012559,14.587195,1.48748,2.578095,286.548391,13.398391,98399.743071,98.399743,1.196283,339.346951,1.8e-05,1.5e-05,0.976558,0.97113,125301.669098,111876.490266
8.75,sustain,247.540095,22.944101,0.067613,314.846495,0.959644,25.6,9.926015,1.012172,14.537394,1.482402,2.579081,286.541052,13.391052,98386.498946,98.386499,1.196153,339.342605,1.8e-05,1.5e-05,0.976451,0.970999,129397.329064,115533.329521
8.8,sustain,248.705525,23.669786,0.069753,335.039941,1.021193,25.6,9.922219,1.011785,14.485875,1.477148,2.580068,286.533477,13.383477,98372.829986,98.37283,1.196019,339.33812,1.8e-05,1.5e-05,0.976342,0.970864,133477.688162,119176.507287
8.85,sustain,249.907175,24.392871,0.071885,355.781509,1.084413,25.6,9.918423,1.011398,14.432666,1.471722,2.581055,286.525667,13.375667,98358.737837,98.358738,1.19588,339.333495,1.8e-05,1.5e-05,0.976228,0.970725,137542.239675,122805.571138
8.9,sustain,251.144912,25.113272,0.074009,377.061549,1.149273,25.6,9.914627,1.011011,14.377792,1.466127,2.582044,286.517623,13.367623,98344.224196,98.344224,1.195737,339.328732,1.8e-05,1.5e-05,0.976112,0.970582,141590.48512,126420.076
8.95,sustain,252.4186,25.830908,0.076125,398.870185,1.215746,25.6,9.910831,1.010623,14.321282,1.460364,2.583033,286.509344,13.359344,98329.290812,98.329291,1.19559,339.32383,1.8e-05,1.5e-05,0.975992,0.970435,145621.934473,130019.584351
9.0,sustain,253.728099,26.545698,0.078232,421.197329,1.283798,25.6,9.907035,1.010236,14.263164,1.454438,2.584022,286.500833,13.350833,98313.939485,98.313939,1.195439,339.31879,1.8e-05,1.5e-05,0.975868,0.970283,149636.106375,133603.666407
9.05,sustain,255.073264,27.257562,0.080331,444.03269,1.3534,25.6,9.903239,1.009849,14.203468,1.448351,2.585013,286.49209,13.34209,98298.172066,98.298172,1.195283,339.313612,1.8e-05,1.5e-05,0.975742,0.970128,153632.528341,137171.900304
9.1,sustain,256.453947,27.966424,0.082422,467.365781,1.424518,25.6,9.899442,1.009462,14.142223,1.442105,2.586004,286.483117,13.333117,98281.990455,98.28199,1.195124,339.308298,1.8e-05,1.5e-05,0.975612,0.969968,157610.736946,140723.872273
9.15,sustain,257.869996,28.672208,0.084503,491.185934,1.497122,25.6,9.895646,1.009075,14.07946,1.435705,2.586996,286.473913,13.323913,98265.396602,98.265397,1.194961,339.302848,1.8e-05,1.5e-05,0.975478,0.969804,161570.278017,144259.176801
9.2,sustain,259.321256,29.374839,0.086576,515.48231,1.571176,25.6,9.89185,1.008688,14.015209,1.429154,2.587989,286.464481,13.314481,98248.3925,98.248392,1.194793,339.297262,1.8e-05,1.5e-05,0.975341,0.969636,165510.706801,147777.416787
9.25,sustain,260.807567,30.074244,0.088638,540.243909,1.646649,25.6,9.888054,1.008301,13.949504,1.422453,2.588983,286.45482,13.30482,98230.980192,98.23098,1.194622,339.291541,1.8e-05,1.5e-05,0.975202,0.969464,169431.588129,151278.203687
9.3,sustain,262.328765,30.770351,0.090692,565.459579,1.723506,25.6,9.884258,1.007914,13.882374,1.415608,2.589977,286.444933,13.294933,98213.161766,98.213162,1.194446,339.285685,1.8e-05,1.5e-05,0.975058,0.969289,173332.496574,154761.157656
9.35,sustain,263.884685,31.463092,0.092735,591.118032,1.801712,25.6,9.880462,1.007527,13.813853,1.408621,2.590972,286.434821,13.284821,98194.939353,98.194939,1.194267,339.279696,1.8e-05,1.5e-05,0.974912,0.969109,177213.016593,158225.907672
9.4,sustain,265.475155,32.152398,0.094768,617.20785,1.881233,25.6,9.876666,1.00714,13.743975,1.401495,2.591968,286.424484,13.274484,98176.315128,98.176315,1.194083,339.273574,1.8e-05,1.5e-05,0.974762,0.968925,181072.742659,161672.09166
9.45,sustain,267.100003,32.838203,0.096792,643.717498,1.962034,25.6,9.87287,1.006753,13.672771,1.394235,2.592964,286.413923,13.263923,98157.291308,98.157291,1.193896,339.267319,1.8e-05,1.5e-05,0.974609,0.968737,184911.279392,165099.3566
9.5,sustain,268.759053,33.520442,0.098804,670.635336,2.044079,25.6,9.869073,1.006365,13.600277,1.386842,2.593962,286.40314,13.25314,98137.87015,98.13787,1.193705,339.260933,1.8e-05,1.5e-05,0.974453,0.968545,188728.241665,168507.35863
9.55,sustain,270.452123,34.199052,0.100807,697.949627,2.127332,25.6,9.865277,1.005978,13.526525,1.379322,2.59496,286.392136,13.242136,98118.053952,98.118054,1.19351,339.254415,1.8e-05,1.5e-05,0.974294,0.96835,192523.254716,171895.76314
9.6,sustain,272.179032,34.873972,0.102798,725.648551,2.211757,25.6,9.861481,1.005591,13.451551,1.371676,2.595959,286.380912,13.230912,98097.845052,98.097845,1.193311,339.247768,1.8e-05,1.5e-05,0.974131,0.96815,196295.954238,175264.244855
9.65,sustain,273.939593,35.545142,0.104778,753.720214,2.297319,25.6,9.857685,1.005204,13.375389,1.36391,2.596959,286.369469,13.219469,98077.245824,98.077246,1.193108,339.24099,1.8e-05,1.5e-05,0.973965,0.967947,200045.986463,178612.487913
9.7,sustain,275.733616,36.212505,0.106748,782.152659,2.38398,25.6,9.853889,1.004817,13.298073,1.356026,2.597959,286.357809,13.207809,98056.258679,98.056259,1.192901,339.234083,1.8e-05,1.5e-05,0.973797,0.96774,203773.008239,181940.185928
9.75,sustain,277.560912,36.876004,0.108706,810.933877,2.471705,25.6,9.850093,1.00443,13.21964,1.348028,2.59896,286.345933,13.195933,98034.886063,98.034886,1.19269,339.227049,1.8e-05,1.5e-05,0.973625,0.967529,207476.687096,185247.04205
9.8,sustain,279.421284,37.535585,0.110653,840.051816,2.560455,25.6,9.846297,1.004043,13.140124,1.33992,2.599962,286.333841,13.183841,98013.130459,98.01313,1.192476,339.219886,1.8e-05,1.5e-05,0.97345,0.967314,211156.701295,188532.769014
9.85,sustain,281.314536,38.191196,0.112588,869.494395,2.650196,25.6,9.842501,1.003656,13.059561,1.331705,2.600965,286.321536,13.171536,97990.994379,97.990994,1.192258,339.212597,1.8e-05,1.5e-05,0.973272,0.967096,214812.739882,191797.08918
9.9,sustain,283.240467,38.842787,0.114511,899.249509,2.740888,25.6,9.838704,1.003269,12.977987,1.323386,2.601969,286.309019,13.159019,97968.480371,97.96848,1.192036,339.205183,1.8e-05,1.5e-05,0.973091,0.966874,218444.502715,195039.734567
